block_id,block_plain,nearest_neighbor_1_id,nearest_neighbor_2_id,nearest_neighbor_3_id,nearest_neighbor_4_id,block_latitude,block_longitude,nearest_neighbor_1_plain,nearest_neighbor_2_plain,nearest_neighbor_3_plain,nearest_neighbor_4_plain,pct_voted_2024,nearest_neighbor_1_pct_voted_2024,nearest_neighbor_2_pct_voted_2024,nearest_neighbor_3_pct_voted_2024,nearest_neighbor_4_pct_voted_2024,pct_voted_2022,nearest_neighbor_1_pct_voted_2022,nearest_neighbor_2_pct_voted_2022,nearest_neighbor_3_pct_voted_2022,nearest_neighbor_4_pct_voted_2022,pct_voted_2020,nearest_neighbor_1_pct_voted_2020,nearest_neighbor_2_pct_voted_2020,nearest_neighbor_3_pct_voted_2020,nearest_neighbor_4_pct_voted_2020,pct_voted_current,nearest_neighbor_1_pct_voted_current,nearest_neighbor_2_pct_voted_current,nearest_neighbor_3_pct_voted_current,nearest_neighbor_4_pct_voted_current,pct_voted_3days,nearest_neighbor_1_pct_voted_3days,nearest_neighbor_2_pct_voted_3days,nearest_neighbor_3_pct_voted_3days,nearest_neighbor_4_pct_voted_3days,pct_voted_1week,nearest_neighbor_1_pct_voted_1week,nearest_neighbor_2_pct_voted_1week,nearest_neighbor_3_pct_voted_1week,nearest_neighbor_4_pct_voted_1week,county_fips,county,state
GA120055,100s Cherry St. NW,GA200381,GA293882,GA171619,GA306967,31.829613,-83.9226,100s Main St. NW,100s Cherry St. NE,100s Peachtree St. NE,100s Magnolia St.,60,78,71,50,60,40,44,71,38,60,60,67,86,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA129039,100s Markel St.,GA071811,GA106589,GA124681,GA252038,31.521226,-83.848461,100s Covey St.,700s W Pine St.,600s S Monroe St.,600s W Pine St.,23,22,55,86,29,13,9,45,29,29,19,22,49,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA137567,700s N Livingston St.,GA279750,GA172536,GA024755,GA244923,31.535349,-83.841263,400s W Price St.,600s N Livingston St.,700s N Henderson St.,600s N Henderson St.,62,25,70,14,71,48,0,40,0,71,62,25,70,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA139808,100s Christina Dr.,GA076801,GA162432,GA102882,GA205636,31.525108,-83.816124,100s Kourtney St.,1000s E Franklin St.,100s Bridges St.,200s Seabrook Dr.,36,59,35,24,57,27,49,31,13,57,36,54,44,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA193355,200s Royal St.,GA265432,GA083969,GA209034,GA120417,31.531552,-83.821763,500s Sumner St.,100s Crestview Dr.,100s Monk St.,200s Hillside Dr.,73,40,63,82,81,47,30,40,36,73,53,50,60,45,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA213339,100s S Livingston St.,GA248447,GA179775,GA157469,GA317139,31.526499,-83.8423,500s W Priest St.,400s W Martin Luther King Jr Dr.,100s Anderson St.,500s Sheppard Cir.,50,57,78,20,33,33,29,44,0,33,58,57,44,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA213755,100s Brown Dr.,GA045336,GA099102,GA267250,GA164230,31.529064,-83.848334,800s W Railroad St.,100s Devin St.,100s Atlantic St.,200s S Ayers St.,33,33,35,71,55,0,25,18,86,55,17,42,35,71,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA214435,100s Cotton St.,GA018980,GA063704,GA036834,GA118141,31.518598,-83.826863,300s E Hobson St.,100s Roe St.,100s Wenona Dr.,100s Town Creek Dr.,77,58,33,36,62,45,42,25,41,54,64,61,33,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA222731,3600s Ga Highway 33 N,GA254288,GA118833,GA278503,GA245620,31.654388,-83.811058,1700s Medders Rd.,100s Hilltop Rd.,200s Green Valley Rd.,100s Oak Dr.,40,88,61,67,62,10,88,52,67,62,30,88,70,67,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA234077,200s Miles St.,GA291948,GA290946,GA135997,GA093487,31.515853,-83.840971,200s Bay St.,300s Frances St.,300s Miles St.,100s Greenbriar Ave.,92,86,80,83,100,67,71,40,75,50,67,86,20,83,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA237043,200s N Ayers St.,GA279155,GA027451,GA153639,GA219989,31.53187,-83.847821,200s N Albany Ave.,100s Gardner St.,200s Peach Ave.,100s N Carter Rd.,27,57,20,68,50,36,43,20,42,33,27,43,20,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,Worth County,GA
GA007068,100s Burney Rd.,GA105008,GA136611,GA283469,GA106530,32.897061,-83.345542,200s Elam St.,200s College St.,100s Elam Rd.,100s Holly St.,54,85,64,50,73,58,70,45,50,67,54,85,55,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA008258,100s Grimes Ln.,GA050186,GA006697,GA104380,GA084085,32.883954,-83.319115,100s Pine St.,100s Milledgeville Hwy.,100s Walnut St.,100s Mulberry St.,86,79,75,73,83,57,58,56,40,50,64,64,69,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA010375,1100s Jr Sims Rd.,GA038823,GA266167,GA248886,GA148926,32.808636,-83.219887,1300s Jr Sims Rd.,800s Jr Sims Rd.,500s Brewer Rd.,400s Jr Sims Rd.,79,78,50,83,100,71,78,50,67,100,86,78,60,83,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA062356,100s Gordon Blvd.,GA046669,GA247004,GA038380,GA210969,32.888109,-83.334444,100s Main St.,100s Hillcrest St.,100s College St.,100s Maple St.,94,70,75,69,33,44,59,83,59,0,69,70,75,71,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA064364,100s S Railroad St.,GA223060,GA027669,GA089301,GA049775,32.827297,-83.088737,100s Manson,100s Pineview Cir.,100s Stephens St.,100s Irwinton Rd.,67,88,71,70,66,58,75,67,50,62,54,62,58,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA095835,100s Riley Cir.,GA017065,GA126275,GA041859,GA168379,32.84725,-83.209391,200s Vinson Rd.,100s Vinson Rd.,100s 8th St.,100s Pine Cir.,62,71,74,50,56,54,62,46,42,44,54,67,49,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA105008,200s Elam St.,GA007068,GA136611,GA283469,GA142207,32.897689,-83.343814,100s Burney Rd.,200s College St.,100s Elam Rd.,100s Powell St.,85,54,64,50,72,70,58,45,50,67,85,54,55,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA128940,100s Maude Lewis Rd.,GA111982,GA142207,GA106530,GA210969,32.892888,-83.337614,100s Shinholster St.,100s Powell St.,100s Holly St.,100s Maple St.,79,65,72,73,33,58,59,67,67,0,53,70,61,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA133172,1600s Asbell Rd.,GA051289,GA153951,GA052444,GA269314,32.825727,-83.194221,300s Martin Luther King Jr Cir.,1700s Asbell Rd.,1500s Asbell Rd.,"0-100, Boxwood Ln.",75,73,70,89,86,50,55,30,67,86,56,55,60,72,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA194814,"0-100, Arthur Ln.",GA053584,GA179286,GA226810,GA245521,32.830427,-83.198451,2000s Asbell Rd.,2100s Asbell Rd.,100s Sandy Hill Rd.,1900s Asbell Rd.,64,73,67,80,46,45,73,50,80,62,36,73,58,80,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA234633,500s Creek Valley Cir.,GA069380,GA273495,GA082291,GA007927,32.8202,-83.192477,600s Creek Valley Cir.,700s Creek Valley Cir.,200s Creek Valley Cir.,"0-100, Dogwood Ln.",75,80,70,78,73,58,80,50,78,80,58,80,60,78,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA245521,1900s Asbell Rd.,GA053437,GA213370,GA226810,GA053584,32.828019,-83.197951,200s Sandy Hill Rd.,1800s Asbell Rd.,100s Sandy Hill Rd.,2000s Asbell Rd.,46,83,100,80,73,62,83,100,80,73,62,83,100,80,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA266167,800s Jr Sims Rd.,GA010375,GA148926,GA038823,GA248886,32.811777,-83.216605,1100s Jr Sims Rd.,400s Jr Sims Rd.,1300s Jr Sims Rd.,500s Brewer Rd.,50,79,100,78,83,50,71,100,78,67,60,86,86,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Wilkinson County,GA
GA009393,100s Old Skull Shoals Rd.,GA038074,GA310599,GA048519,GA255904,33.727004,-82.7592,100s Harper St.,600s Whitehall St.,100s Rusher St.,100s Graham St.,67,44,67,56,67,33,33,33,50,73,48,38,33,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA017746,300s Mcguire St.,GA090142,GA188019,GA068022,GA271846,33.731589,-82.748223,300s Gordon St.,800s Foxwood Dr.,500s Norman St.,100s Whitehall St.,75,100,60,69,58,43,86,60,38,33,57,71,60,38,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA020909,800s Ashley Ave.,GA077122,GA214547,GA075921,GA000261,33.72926,-82.72353,900s Ashley Ave.,800s Hillcrest Dr.,800s Cloverhurst Dr.,700s E Robert Toombs Ave.,65,72,56,88,42,41,72,39,65,25,59,83,50,94,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA025803,100s Skull Shoals Rd.,GA182737,GA260354,GA047070,GA073349,33.727328,-82.764397,300s Old Skull Shoals Rd.,200s Tate St.,300s Tate St.,200s Old Skull Shoals Rd.,79,69,40,58,100,64,62,60,53,83,71,81,60,74,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA029264,400s Salenist St.,GA049291,GA171587,GA098075,GA196476,33.725437,-82.734405,500s Baltimore Rd.,400s Mayfair St.,300s Carolyn St.,400s Faver Ave.,64,82,83,77,64,43,73,50,77,36,50,73,67,69,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA029939,200s Peachtree St.,GA307921,GA141771,GA251956,GA133032,33.732989,-82.756526,200s Church St.,300s Alabama St.,200s Alabama St.,100s Peachtree St.,70,50,53,67,44,55,38,35,33,22,60,50,47,58,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA042450,100s Boulder Dr.,GA109628,GA267035,GA170200,GA150933,33.70333,-82.770537,100s Stone St.,100s Pine St.,200s Stone St.,100s Nelms St.,58,33,67,71,64,21,17,17,7,45,58,50,67,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA048519,100s Rusher St.,GA310599,GA009393,GA038074,GA162492,33.726461,-82.757407,600s Whitehall St.,100s Old Skull Shoals Rd.,100s Harper St.,500s Whitehall St.,56,67,67,44,71,50,33,33,33,100,50,33,48,38,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA060694,100s W Pine St.,GA030239,GA068022,GA075718,GA090142,33.728035,-82.750424,300s Hospital Dr.,500s Norman St.,100s Center St.,300s Gordon St.,62,53,69,69,100,46,53,38,77,86,67,53,38,85,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA063340,100s Kendall Dr.,GA207249,GA067761,GA064970,GA208520,33.730272,-82.774479,100s Sim Dill Dr.,100s Max Dr.,400s Worth Dr.,900s Skull Shoals Rd.,89,86,74,56,81,79,77,53,44,69,95,73,68,56,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA067761,100s Max Dr.,GA063340,GA064970,GA191781,GA207249,33.730134,-82.77289,100s Kendall Dr.,400s Worth Dr.,700s Skull Shoals Rd.,100s Sim Dill Dr.,74,89,56,80,86,53,79,44,80,77,68,95,56,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA072413,700s Lincoln Cir.,GA135772,GA045150,GA099323,GA269094,33.739154,-82.766126,300s Meredith Cir.,500s Lincoln Cir.,600s Lincoln Cir.,100s Bishop Ct.,63,52,69,48,83,48,30,62,46,67,63,32,69,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA078328,100s Winton Ln.,GA300224,GA207364,GA160797,GA000228,33.752056,-82.779721,100s Laura Ln.,100s Susan Ln.,100s Riverside Dr.,200s Forest Ln.,50,71,38,46,59,50,57,25,23,37,53,57,38,43,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA082479,300s Andrew Dr.,GA201420,GA106705,GA249310,GA149277,33.720334,-82.731274,100s Wilson Way,100s Bull St.,100s Pierce St.,400s S Barnett St.,48,57,65,43,78,34,29,55,43,78,53,57,55,43,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA098075,300s Carolyn St.,GA171587,GA029264,GA196476,GA049291,33.725985,-82.735831,400s Mayfair St.,400s Salenist St.,400s Faver Ave.,500s Baltimore Rd.,77,83,64,64,82,77,50,43,36,73,69,67,50,36,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA099323,600s Lincoln Cir.,GA135772,GA072413,GA045150,GA269094,33.73796,-82.768273,300s Meredith Cir.,700s Lincoln Cir.,500s Lincoln Cir.,100s Bishop Ct.,48,52,63,69,83,46,30,48,62,67,50,32,63,69,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA103626,700s Hilliard Station Rd.,GA285073,GA241721,GA232941,GA039889,33.79387,-82.808744,100s Durham Rd.,200s Durham Rd.,500s Newtown Rd.,300s Newtown Rd.,92,29,40,38,88,67,43,60,38,88,83,57,60,12,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA106705,100s Bull St.,GA149277,GA201420,GA249310,GA049291,33.72396,-82.732035,400s S Barnett St.,100s Wilson Way,100s Pierce St.,500s Baltimore Rd.,65,78,57,43,82,55,78,29,43,73,55,78,57,43,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA133161,200s Davenport Rd.,GA040277,GA308920,GA142769,GA158752,33.762281,-82.937722,1600s Philomath Rd.,200s Glenn Rd.,1200s Philomath Rd.,1000s Philomath Rd.,30,62,100,56,67,40,25,100,56,83,40,62,100,67,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA143617,300s Court Ground Rd.,GA207796,GA182163,GA148434,GA145827,33.799706,-82.922977,400s Court Ground Rd.,200s Centerville Rd.,300s Sardis Rd.,400s Sardis Rd.,69,88,86,0,100,69,62,43,20,83,69,62,57,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA144570,700s Pecan Grove Rd.,GA199457,GA264871,GA339836,GA256851,33.825045,-82.766991,600s Pecan Grove Rd.,500s Pecan Grove Rd.,3800s Tignall Rd.,200s Price Rd.,50,57,62,88,60,36,43,50,75,40,50,57,62,100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA145215,100s Ware Ct.,GA292544,GA196476,GA265012,GA256274,33.7285,-82.734918,100s Baltimore Ct.,400s Faver Ave.,100s Baltimore Rd.,300s Baltimore Rd.,75,89,64,89,50,61,33,36,56,17,64,67,36,89,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA151937,200s Williams St.,GA018605,GA232333,GA200885,GA170388,33.740125,-82.760093,200s Moss St.,300s Lexington Ave.,200s Jackson St.,200s Lexington Ave.,63,71,69,75,73,53,57,46,62,59,68,100,54,88,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA160797,100s Riverside Dr.,GA078328,GA300224,GA207364,GA000228,33.753079,-82.779595,100s Winton Ln.,100s Laura Ln.,100s Susan Ln.,200s Forest Ln.,46,50,71,38,59,23,50,57,25,37,43,53,57,38,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA170200,200s Stone St.,GA267035,GA109628,GA042450,GA150933,33.703035,-82.771808,100s Pine St.,100s Stone St.,100s Boulder Dr.,100s Nelms St.,71,67,33,58,64,7,17,17,21,45,36,67,50,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA174977,100s School St.,GA255904,GA119300,GA162492,GA310599,33.7294,-82.758419,100s Graham St.,200s Maple St.,500s Whitehall St.,600s Whitehall St.,46,67,32,71,67,21,73,27,100,33,33,73,41,71,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA182737,300s Old Skull Shoals Rd.,GA025803,GA047070,GA260354,GA073349,33.728042,-82.764243,100s Skull Shoals Rd.,300s Tate St.,200s Tate St.,200s Old Skull Shoals Rd.,69,79,58,40,100,62,64,53,60,83,81,71,74,60,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA184820,400s Peachtree St.,GA237880,GA226617,GA141771,GA307921,33.734325,-82.759327,300s Peachtree St.,200s Gaines St.,300s Alabama St.,200s Church St.,50,50,80,53,50,36,38,80,35,38,43,50,70,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA196476,400s Faver Ave.,GA256274,GA292544,GA098075,GA145215,33.727056,-82.734837,300s Baltimore Rd.,100s Baltimore Ct.,300s Carolyn St.,100s Ware Ct.,64,50,89,77,75,36,17,33,77,61,36,33,67,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA208520,900s Skull Shoals Rd.,GA207249,GA063340,GA067761,GA064970,33.729407,-82.776048,100s Sim Dill Dr.,100s Kendall Dr.,100s Max Dr.,400s Worth Dr.,81,86,89,74,56,69,77,79,53,44,75,73,95,68,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA211931,300s Benson St.,GA256274,GA256147,GA292544,GA109953,33.727016,-82.732155,300s Baltimore Rd.,400s E Barnett St.,100s Baltimore Ct.,100s Buster Ave.,55,50,30,89,50,45,17,20,33,67,55,33,20,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA214547,800s Hillcrest Dr.,GA075921,GA077122,GA118386,GA020909,33.731114,-82.722229,800s Cloverhurst Dr.,900s Ashley Ave.,800s Glen St.,800s Ashley Ave.,56,88,72,80,65,39,65,72,80,41,50,94,83,80,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA220852,100s Norman St.,GA166408,GA271846,GA278488,GA176767,33.735665,-82.748498,200s Mercer St.,100s Whitehall St.,100s Garland Ave.,200s W Robert Toombs Ave.,83,80,58,56,73,42,70,33,56,80,75,70,50,56,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA230729,100s Gaines St.,GA137172,GA029939,GA307921,GA226617,33.73148,-82.7568,400s Whitehall St.,200s Peachtree St.,200s Church St.,200s Gaines St.,53,60,70,50,80,40,50,55,38,80,33,40,60,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA251956,200s Alabama St.,GA133032,GA029939,GA307921,GA141771,33.733242,-82.755128,100s Peachtree St.,200s Peachtree St.,200s Church St.,300s Alabama St.,67,44,70,50,53,33,22,55,38,35,58,56,60,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA255904,100s Graham St.,GA174977,GA119300,GA162492,GA310599,33.728571,-82.758663,100s School St.,200s Maple St.,500s Whitehall St.,600s Whitehall St.,67,46,32,71,67,73,21,27,100,33,73,33,41,71,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA256147,400s E Barnett St.,GA149277,GA249310,GA109953,GA106705,33.725432,-82.731064,400s S Barnett St.,100s Pierce St.,100s Buster Ave.,100s Bull St.,30,78,43,50,65,20,78,43,67,55,20,78,43,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA302742,100s Harper Rd.,GA206603,GA321894,GA174314,GA237469,33.790808,-82.900082,5000s Lexington Rd.,100s Philomath Rd.,4800s Lexington Rd.,4900s Lexington Rd.,40,62,60,70,100,20,62,60,20,88,40,62,60,50,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Wilkes County,GA
GA052080,100s Ocmulgee St. E,GA030187,GA096221,GA155254,GA097317,31.99459,-83.305664,100s Cherry St. E,100s Neapolis St. E,200s Cherry St. E,200s Ocmulgee St. E,44,43,57,60,71,33,29,50,60,71,39,29,64,60,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,Wilcox County,GA
GA088598,100s Landline Rd. S,GA042627,GA020599,GA312853,GA153405,32.106777,-83.503067,100s Church St.,100s Oneal St.,200s Depot St. S,200s Landline Rd. S,65,58,62,50,43,57,42,38,17,50,57,63,62,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,Wilcox County,GA
GA230949,200s Peachtree St.,GA262863,GA155254,GA156167,GA283557,31.996402,-83.303683,300s Isabella St.,200s Cherry St. E,300s Cherry St. E,200s Isabella St.,45,67,60,86,50,41,67,60,86,67,41,67,60,86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,Wilcox County,GA
GA291835,100s 12th St. S,GA183555,GA088498,GA226642,GA128120,31.945424,-83.545236,100s 7th Ave. W,100s 6th Ave. W,100s 10th St. S,100s Moccasin Slide,30,70,60,75,80,20,50,40,62,40,40,50,40,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,Wilcox County,GA
GA007385,300s Osceola Trl. N,GA170828,GA014011,GA059724,GA176923,31.686414,-81.871133,100s Cheyenne Ct. N,400s Osceola Trl. N,100s Linden Dr.,100s Osceola Trl. N,71,33,91,62,86,50,25,73,50,86,79,25,73,75,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,Wayne County,GA
GA014011,400s Osceola Trl. N,GA007385,GA270881,GA050918,GA198803,31.687413,-81.872693,300s Osceola Trl. N,100s Kiowa Dr. N,300s Linden Dr.,400s Linden Dr.,91,71,8,36,79,73,50,17,9,7,73,79,17,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,Wayne County,GA
GA016482,500s Martha St.,GA287658,GA258209,GA197226,GA066438,31.491758,-82.006157,600s Martha St.,600s Tarber St.,300s Martha St.,400s E Jl Tyre St.,43,64,40,55,64,36,64,40,55,45,43,64,30,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,Wayne County,GA
